CloneID,SBK1,SBK2,SBK3,SAK1,SAK2,SAK4
100257636,0,1,NA,1,NA,NA
100257637,1,0,NA,0,NA,NA
100257644,0,0,NA,0,1,NA
100257645,2,1,0,1,0,NA
100257655,1,0,NA,0,0,0
100257657,1,0,NA,0,NA,NA
100257657,1,0,NA,0,NA,NA
100257657,1,0,NA,0,NA,NA
100257660,0,1,NA,1,NA,NA
100257661,0,1,NA,1,NA,NA
100257662,1,0,NA,0,NA,NA
100257663,1,0,NA,0,0,NA
100257665,0,1,NA,1,NA,NA
100257666,0,1,NA,1,NA,NA
100257667,NA,0,1,0,NA,NA
100257668,NA,1,0,1,NA,NA
100257670,1,1,0,1,NA,1
100257674,1,0,NA,0,NA,NA
100257674,1,0,NA,0,NA,NA
100257688,1,0,NA,0,NA,NA
100257688,1,0,NA,0,NA,NA
100257689,0,1,NA,1,NA,NA
100257690,1,NA,NA,0,NA,0
100257692,0,1,NA,1,NA,NA
100257693,1,0,NA,0,NA,NA
100257694,1,0,NA,0,NA,NA
100257696,0,1,NA,1,NA,NA
100257702,1,0,NA,0,NA,NA
100257702,1,0,NA,0,NA,NA
100257702,NA,0,NA,0,NA,1
100257706,1,0,NA,0,0,0
100257707,1,0,NA,0,NA,0
100257707,1,0,NA,0,NA,0
100257710,1,0,NA,0,NA,NA
100257710,NA,0,NA,0,1,NA
100257710,1,0,NA,0,NA,NA
100257711,NA,1,NA,1,0,NA
100257715,0,0,NA,1,NA,NA
100257715,0,0,NA,1,NA,NA
100257719,NA,0,NA,1,1,NA
100257724,NA,1,0,1,NA,NA
100257734,0,0,1,0,NA,NA
100257738,1,0,NA,0,NA,NA
100257739,0,1,NA,1,NA,NA
100257744,1,1,0,1,NA,1
100257745,0,0,1,0,NA,0
100257747,1,0,NA,0,NA,NA
100257748,NA,1,NA,1,0,NA
100257747,1,0,NA,0,NA,NA
100257753,1,0,NA,0,NA,NA
100257759,0,0,1,0,0,NA
100257760,1,0,NA,0,NA,NA
100257760,1,0,NA,0,NA,NA
100257766,1,1,0,1,NA,NA
100257777,1,0,NA,0,NA,NA
100257777,1,0,NA,0,NA,NA
100257777,1,0,NA,0,NA,NA
100257783,1,0,NA,0,NA,NA
100257783,1,0,NA,0,NA,NA
100257783,1,0,NA,0,NA,NA
100257783,1,0,NA,0,NA,NA
100257783,1,0,NA,0,NA,NA
100257795,0,1,NA,1,NA,NA
100257803,1,0,NA,0,NA,NA
100257803,1,0,NA,0,NA,NA
100257813,1,1,0,1,1,NA
100257814,1,0,NA,0,NA,0
100257813,NA,1,0,1,NA,1
100257834,1,1,0,1,NA,NA
100257835,1,1,0,1,NA,NA
100257839,0,1,NA,1,NA,NA
100257839,0,1,NA,1,NA,NA
100257838,1,0,NA,0,NA,NA
100257844,1,0,NA,0,NA,NA
100257845,0,1,NA,1,NA,NA
100257844,1,0,NA,0,NA,NA
100257853,1,1,0,1,NA,NA
100257860,0,0,NA,0,1,NA
100257860,0,0,NA,0,NA,1
100257874,1,0,NA,0,NA,0
100257878,1,0,NA,0,NA,NA
100257878,1,0,NA,0,NA,NA
100257878,NA,0,NA,0,NA,1
100257879,NA,1,NA,1,NA,0
100257886,1,0,NA,0,NA,NA
100257887,0,1,NA,1,NA,NA
100257888,NA,1,0,1,NA,NA
100257900,1,NA,NA,0,0,NA
100257900,1,NA,NA,0,0,NA
100257904,0,1,NA,0,NA,NA
100257917,1,0,NA,0,NA,NA
100257918,0,1,NA,1,NA,NA
100257917,1,0,NA,0,NA,NA
100257922,0,0,NA,0,1,NA
100257922,0,0,NA,0,1,NA
100257935,1,0,NA,0,NA,NA
100257938,1,0,NA,0,NA,0
100257945,NA,0,NA,0,NA,1
100257947,1,0,NA,0,NA,NA
100257947,1,0,NA,0,NA,NA
100257947,1,0,NA,0,NA,NA
100257954,0,1,NA,1,NA,NA
100257961,1,0,NA,0,NA,0
100257966,1,0,NA,0,NA,NA
100257966,NA,0,NA,0,NA,1
100257966,1,0,NA,0,NA,NA
100257970,1,0,NA,0,NA,NA
100257970,1,0,NA,0,NA,NA
100257970,1,0,NA,0,NA,NA
100257979,0,0,NA,NA,NA,1
100257978,1,0,0,0,NA,0
100257981,1,0,NA,0,NA,NA
100257985,0,0,NA,0,NA,1
100257985,0,0,NA,0,NA,1
100257986,1,1,NA,1,NA,0
100257988,NA,1,0,1,NA,NA
100257996,1,0,NA,0,NA,0
100258000,1,0,NA,0,0,NA
100258002,NA,1,0,1,1,NA
100258003,NA,0,1,0,0,NA
100258004,1,0,NA,0,0,NA
100258004,1,0,NA,0,0,NA
100258006,2,2,0,1,NA,NA
100258006,0,0,0,1,NA,NA
100258007,0,0,NA,0,NA,1
100258006,0,0,0,1,NA,1
100258010,1,0,0,0,0,0
100258010,1,0,0,0,0,0
100258015,1,1,0,1,NA,NA
100258015,1,1,0,1,NA,NA
100258018,1,NA,NA,0,0,NA
100258020,NA,NA,1,0,NA,0
100258020,NA,1,NA,0,NA,0
100258026,1,0,NA,0,NA,NA
100258026,1,0,NA,0,NA,NA
100258026,1,0,NA,0,NA,NA
100258026,1,0,NA,0,NA,NA
100258033,1,0,NA,0,NA,NA
100258034,1,0,NA,0,NA,NA
100258033,1,0,NA,0,NA,NA
100258038,1,0,NA,0,NA,NA
100258038,1,0,NA,0,NA,NA
100258048,1,1,0,1,NA,NA
100258049,0,0,1,0,NA,NA
100258060,1,0,NA,0,NA,NA
100258061,0,1,NA,1,NA,NA
100258060,1,0,NA,0,NA,NA
100258064,1,0,NA,0,NA,NA
100258064,1,0,NA,0,NA,NA
100258069,0,1,NA,1,NA,NA
100258073,1,0,NA,0,NA,NA
100258074,NA,1,0,1,NA,NA
100258075,1,2,NA,1,0,NA
100258078,0,1,NA,1,NA,NA
100258079,0,NA,1,1,NA,NA
100258080,1,NA,0,0,NA,NA
100258081,0,NA,1,1,NA,NA
100258085,0,1,NA,1,NA,NA
100258086,1,0,NA,0,NA,NA
100258085,0,1,NA,1,NA,NA
100258089,1,0,NA,0,NA,NA
100258090,0,1,NA,1,NA,NA
100258098,0,1,NA,1,NA,NA
100258099,NA,0,NA,0,1,NA
100258100,0,1,NA,1,NA,NA
100258101,0,1,NA,1,NA,NA
100258104,1,0,NA,0,NA,NA
100258104,1,0,NA,0,NA,NA
100258109,1,0,NA,0,NA,NA
100258110,1,0,NA,0,NA,NA
100258111,0,1,NA,1,NA,NA
100258109,1,0,NA,0,NA,NA
100258114,0,0,NA,NA,0,1
100258123,0,1,NA,1,NA,NA
100258124,1,1,NA,1,NA,0
100258131,0,0,NA,0,NA,1
100258131,0,0,NA,0,NA,1
100258135,1,2,NA,0,NA,0
100258136,1,0,NA,0,NA,NA
100258137,0,0,NA,1,NA,NA
100258138,0,1,NA,1,NA,NA
100258142,0,1,NA,1,NA,NA
100258143,1,0,NA,0,NA,NA
100258143,1,0,NA,0,NA,NA
100258143,1,0,NA,0,NA,NA
100258148,0,1,1,NA,NA,NA
100258149,0,2,0,1,NA,NA
100258151,1,0,NA,0,NA,NA
100258152,0,1,NA,1,NA,NA
100258153,1,0,NA,0,NA,NA
100258176,0,1,NA,NA,1,NA
100258177,1,0,NA,NA,0,NA
100258182,1,0,NA,0,NA,NA
100258182,1,0,NA,0,NA,NA
100258182,1,0,NA,0,NA,NA
100258190,1,0,0,0,NA,NA
100258191,1,0,NA,0,NA,NA
100258195,0,NA,1,NA,0,NA
100258198,0,0,NA,0,1,NA
100258201,1,1,NA,1,0,NA
100258202,1,0,NA,0,0,NA
100258213,1,0,NA,NA,0,NA
100258219,NA,1,NA,0,NA,0
100258228,1,0,NA,0,NA,NA
100258228,1,0,NA,0,NA,NA
100258229,2,0,0,0,NA,0
100258231,0,0,NA,0,1,NA
100258231,0,0,NA,0,1,NA
100258235,1,0,NA,0,NA,NA
100258235,1,0,NA,0,NA,NA
100258240,0,1,NA,0,NA,NA
100258244,1,0,NA,0,NA,NA
100258245,1,0,NA,0,NA,0
100258245,1,0,NA,0,NA,0
100258246,0,1,NA,1,NA,1
100258249,0,NA,1,1,NA,NA
100258250,1,NA,0,0,NA,NA
100258261,0,0,1,0,NA,NA
100258262,1,1,0,1,NA,NA
100258261,1,0,NA,0,NA,NA
100258264,1,0,NA,0,NA,NA
100258264,1,0,NA,0,NA,NA
100258265,1,NA,NA,0,NA,0
100258269,1,NA,NA,0,NA,0
100258274,0,0,NA,0,NA,1
100258275,1,0,NA,0,NA,0
100258274,0,0,NA,0,NA,1
100258275,1,0,NA,0,NA,0
100258279,1,0,NA,0,NA,0
100258284,2,0,NA,0,NA,0
100258286,1,1,NA,1,0,NA
100258287,0,0,NA,0,1,NA
100258289,1,0,NA,0,NA,NA
100258294,1,0,NA,0,0,NA
100258295,0,1,NA,1,NA,NA
100258296,1,0,NA,0,NA,NA
100258297,1,0,NA,0,NA,NA
100258302,1,0,NA,0,NA,NA
100258302,1,0,NA,0,NA,NA
100258307,1,0,NA,0,NA,NA
100258310,0,1,NA,0,0,NA
100258326,1,0,NA,0,NA,NA
100258329,NA,1,NA,0,NA,0
100258332,1,0,NA,0,NA,0
100258333,NA,1,0,1,NA,1
100258332,1,0,NA,0,NA,0
100258336,0,1,NA,1,NA,NA
100258337,1,0,NA,0,NA,NA
100258336,0,1,NA,1,NA,NA
100258339,0,0,NA,0,1,NA
100258340,1,0,NA,0,0,NA
100258344,1,NA,0,1,NA,NA
100258343,0,NA,NA,0,NA,1
100258345,0,2,NA,2,0,1
100258355,1,NA,NA,0,NA,0
100258356,1,0,NA,0,NA,NA
100258363,0,1,NA,1,NA,NA
100258365,0,1,NA,1,NA,NA
100258368,0,0,NA,0,NA,1
100258369,1,0,NA,0,NA,0
100258371,0,1,NA,1,NA,1
100258372,NA,1,NA,1,0,1
100258373,1,0,NA,0,NA,0
100258373,NA,0,NA,0,1,0
100258374,NA,1,0,1,NA,1
100258377,1,0,0,0,NA,NA
100258377,1,0,0,0,NA,NA
100258377,1,0,0,0,NA,NA
100258398,1,0,NA,0,NA,NA
100258398,1,0,NA,0,NA,NA
100258398,1,0,NA,0,NA,NA
100258398,1,0,NA,0,NA,NA
100258402,1,0,NA,0,NA,NA
100258403,0,1,NA,1,NA,NA
100258403,0,1,NA,1,NA,NA
100258420,1,NA,NA,0,NA,0
100258430,1,0,NA,0,NA,NA
100258431,0,1,NA,1,NA,NA
100258433,1,0,NA,0,NA,NA
100258441,0,1,NA,NA,NA,1
100258442,0,1,NA,NA,NA,1
100258445,1,0,NA,1,NA,NA
100258459,0,1,NA,NA,NA,0
100258473,1,0,NA,0,NA,NA
100258473,1,0,NA,0,NA,NA
100258473,1,0,NA,0,NA,NA
100258477,0,0,NA,0,NA,1
100258477,0,0,NA,0,1,NA
100258477,0,0,NA,0,1,NA
100258488,1,0,NA,0,NA,NA
100258492,1,0,NA,0,NA,NA
100258492,1,0,NA,0,NA,NA
100258505,1,0,NA,0,NA,NA
100258505,1,0,NA,0,NA,NA
100258509,1,0,NA,0,NA,0
100258513,0,1,NA,1,NA,NA
100258515,1,0,NA,0,NA,NA
100258517,NA,1,0,1,NA,NA
100258518,1,0,NA,0,NA,NA
100258517,1,1,0,1,NA,1
100258520,1,0,NA,1,NA,NA
100258521,1,NA,NA,2,NA,0
100258525,0,1,0,0,NA,0
100258525,0,NA,0,0,1,0
100258530,1,1,0,1,NA,NA
100258531,1,1,0,1,NA,NA
100258536,1,0,NA,0,NA,NA
100258537,1,0,NA,0,NA,NA
100258537,1,0,NA,0,NA,NA
100258537,1,0,NA,0,NA,NA
100258537,1,0,NA,0,NA,NA
100258540,1,0,NA,0,0,NA
100258550,0,NA,NA,0,1,NA
100258551,1,0,NA,1,NA,NA
100258556,0,1,NA,1,NA,NA
100258561,1,1,NA,NA,0,0
100258565,1,NA,0,0,NA,NA
100258575,0,1,NA,0,NA,NA
100258575,0,NA,1,0,NA,NA
100258575,0,1,NA,0,NA,NA
100258576,NA,0,1,0,0,NA
100258579,1,0,NA,0,0,NA
100258586,0,0,1,0,NA,0
100258590,0,0,NA,0,1,NA
100258590,0,0,NA,0,1,NA
100258591,0,1,NA,0,NA,NA
100258590,0,0,NA,0,1,NA
100258596,1,0,NA,0,NA,0
100258596,1,0,NA,0,NA,0
100258607,1,0,NA,0,0,NA
100258607,1,0,NA,0,0,NA
100258607,1,0,NA,0,0,NA
100258612,0,0,1,0,NA,0
100258615,0,0,NA,0,1,NA
100258616,0,0,1,0,0,NA
100258617,1,1,0,1,NA,NA
100258620,1,0,NA,1,NA,NA
100258621,NA,NA,1,0,NA,0
100258622,1,NA,0,1,NA,NA
100258623,NA,0,1,0,NA,0
100258627,0,0,1,0,0,NA
100258632,NA,0,1,0,NA,NA
100258633,0,1,NA,1,NA,NA
100258634,0,1,NA,1,NA,NA
100258632,1,0,NA,0,NA,NA
100258638,0,1,NA,1,NA,NA
100258640,NA,1,NA,1,0,NA
100258641,0,1,NA,1,NA,NA
100258645,1,0,NA,0,NA,NA
100258645,1,0,NA,0,NA,NA
100258650,1,1,NA,0,NA,NA
100258652,NA,1,0,1,NA,1
100258653,1,0,NA,0,NA,NA
100258657,0,1,NA,1,NA,NA
100258659,1,0,NA,0,NA,NA
100258660,0,1,NA,1,NA,NA
100258664,0,1,NA,1,NA,NA
100258665,1,0,NA,0,NA,NA
100258666,0,1,NA,1,NA,NA
100258667,1,0,NA,0,NA,NA
100258670,1,0,NA,0,0,NA
100258672,1,NA,0,1,NA,1
100258677,1,0,NA,0,0,NA
100258677,1,0,NA,0,0,NA
100258677,1,0,NA,0,0,NA
100258681,1,0,NA,0,NA,NA
100258681,1,0,NA,0,NA,NA
100258682,1,NA,NA,0,NA,0
100258685,NA,0,NA,1,1,1
100258686,1,NA,NA,0,0,0
100258689,1,0,NA,0,NA,NA
100258690,0,1,NA,1,NA,NA
100258691,NA,0,1,0,NA,NA
100258691,1,0,NA,0,NA,NA
100258701,1,0,NA,0,NA,NA
100258701,1,0,NA,0,NA,NA
100258702,1,0,NA,0,NA,NA
100258701,1,0,NA,0,NA,NA
100258711,1,0,NA,0,NA,NA
100258711,1,0,NA,0,NA,NA
100258716,NA,1,0,1,1,NA
100258718,1,0,NA,0,NA,NA
100258718,1,0,NA,0,NA,NA
100258719,0,1,NA,1,NA,NA
100258723,NA,0,NA,1,NA,0
100258735,1,0,NA,1,NA,NA
100258757,1,0,NA,0,NA,0
100258767,NA,0,1,0,NA,0
100258768,1,1,0,1,NA,NA
100258771,1,0,NA,0,NA,NA
100258772,0,1,NA,1,NA,NA
100258771,1,0,NA,0,NA,NA
100258771,1,0,NA,0,NA,NA
100258776,NA,0,1,0,NA,0
100258780,1,0,NA,1,NA,NA
100258782,1,0,NA,0,NA,NA
100258782,1,0,NA,0,NA,NA
100258782,1,0,NA,0,NA,NA
100258783,NA,1,0,1,NA,NA
100258791,1,0,NA,0,NA,0
100258791,1,0,NA,0,NA,0
100258792,1,1,0,1,NA,1
100258797,NA,0,1,0,NA,0
100258798,1,1,0,1,NA,NA
100258801,1,1,0,1,NA,NA
100258805,0,0,1,0,NA,NA
100258806,0,1,NA,1,NA,NA
100258810,1,1,NA,1,0,NA
100258811,0,0,NA,0,1,NA
100258816,1,0,NA,0,NA,0
100258816,1,0,NA,0,NA,0
100258818,0,1,NA,1,NA,NA
100258819,1,0,NA,0,NA,NA
100258820,NA,1,0,1,NA,NA
100258818,0,1,NA,1,NA,NA
100258823,1,0,NA,0,NA,NA
100258838,1,0,NA,0,NA,NA
100258839,0,1,NA,1,NA,NA
100258838,1,0,NA,0,NA,NA
100258838,1,0,NA,0,NA,NA
100258844,NA,0,NA,0,1,NA
100258844,1,0,NA,0,NA,NA
100258844,1,0,NA,0,NA,NA
100258844,1,0,NA,0,NA,NA
100258849,1,0,NA,0,NA,NA
100258850,NA,1,0,1,NA,NA
100258850,NA,1,0,1,NA,NA
100258857,0,1,NA,1,NA,NA
100258862,1,0,NA,0,NA,NA
100258869,1,0,NA,0,NA,0
100258872,NA,0,1,0,NA,NA
100258872,1,0,NA,0,NA,NA
100258875,1,0,NA,0,0,0
100258879,NA,0,1,0,NA,0
100258884,0,1,NA,1,NA,NA
100258886,0,1,NA,1,NA,NA
100258888,1,0,NA,1,NA,NA
100258889,1,0,NA,1,NA,NA
100258892,1,0,NA,0,NA,0
100258893,0,1,NA,1,NA,1
100258896,1,0,NA,0,NA,NA
100258896,1,0,NA,0,NA,NA
100258906,NA,0,NA,0,1,0
100258906,1,0,NA,0,NA,0
100258909,1,0,NA,0,NA,NA
100258909,1,0,NA,0,NA,NA
100258912,1,1,0,NA,NA,NA
100258913,NA,0,1,0,0,NA
100258914,1,1,NA,0,NA,NA
100258916,1,0,NA,0,NA,NA
100258917,NA,1,0,1,NA,NA
100258920,NA,0,1,0,NA,0
100258924,1,0,NA,0,0,NA
100258928,1,0,NA,0,NA,NA
100258929,0,1,NA,0,NA,NA
100258940,NA,0,NA,1,NA,0
100258941,1,0,NA,0,NA,NA
100258941,1,0,NA,0,NA,NA
100258950,1,0,NA,0,NA,NA
100258950,1,0,NA,0,NA,NA
100258951,NA,1,NA,1,NA,0
100258952,0,1,NA,1,NA,NA
100258956,0,1,NA,1,NA,NA
100258961,1,0,NA,0,NA,NA
100258961,1,0,NA,0,NA,NA
100258961,1,0,NA,0,NA,NA
100258970,1,0,NA,0,NA,NA
100258970,1,0,NA,0,NA,NA
100258971,1,0,NA,0,NA,0
100258970,1,0,NA,0,NA,NA
100258981,1,1,NA,1,NA,0
100258980,NA,0,NA,0,NA,1
100258986,0,1,NA,1,NA,NA
100258987,0,1,NA,1,NA,NA
100258985,1,1,0,1,NA,NA
100258991,0,1,NA,1,NA,NA
100258992,1,0,NA,0,NA,NA
100258993,NA,1,0,1,NA,NA
100258999,0,0,NA,0,1,NA
100259009,1,0,NA,0,NA,NA
100259009,1,0,NA,0,NA,NA
100259016,0,1,NA,1,NA,NA
100259018,0,1,NA,1,NA,NA
100259019,1,0,NA,NA,NA,0
100259029,0,0,NA,0,NA,1
100259030,1,1,NA,1,NA,0
100259035,1,0,0,NA,NA,NA
100259036,0,1,1,NA,NA,NA
100259039,0,NA,NA,1,1,NA
100259040,1,NA,NA,0,0,NA
100259040,1,NA,NA,0,0,NA
100259040,1,NA,NA,0,0,NA
100259046,1,1,NA,0,NA,NA
100259049,NA,1,0,1,NA,NA
100259050,0,1,NA,1,NA,NA
100259058,1,0,NA,0,NA,NA
100259064,1,0,0,0,NA,NA
100259064,NA,0,0,0,NA,1
100259064,1,0,0,0,NA,NA
100259080,0,1,NA,1,NA,NA
100259081,1,0,NA,0,NA,NA
100259088,1,0,NA,0,NA,NA
100259088,1,0,NA,0,NA,NA
100259089,0,1,NA,1,NA,NA
100259088,1,0,NA,0,NA,NA
100259101,1,0,NA,0,NA,NA
100259103,1,1,NA,0,NA,NA
100259107,1,0,NA,0,NA,NA
100259107,1,0,NA,0,NA,NA
100259108,NA,1,0,1,NA,NA
100259111,1,0,0,0,0,0
100259115,1,0,NA,0,NA,NA
100259116,NA,1,NA,1,0,NA
100259119,1,0,NA,0,0,0
100259119,1,0,NA,0,0,0
100259120,1,NA,NA,0,0,NA
100259123,0,0,1,1,NA,NA
100259122,1,NA,0,0,NA,NA
100259128,1,1,NA,0,0,1
100259129,0,NA,NA,1,1,NA
100259133,0,1,NA,1,NA,NA
100259134,0,1,NA,1,NA,NA
100259141,1,0,NA,0,NA,0
100259142,NA,1,0,1,NA,1
100259148,0,1,NA,1,NA,1
100259149,NA,1,0,1,NA,1
100259150,1,0,NA,0,NA,0
100259153,1,0,NA,0,NA,1
100259154,1,0,NA,0,NA,0
100259163,1,0,NA,0,NA,NA
100259164,0,1,NA,1,NA,NA
100259163,1,0,NA,0,NA,NA
100259170,1,0,NA,0,NA,0
100259173,0,1,NA,NA,NA,1
100259180,1,0,NA,0,NA,NA
100259182,NA,1,NA,2,NA,0
100259183,1,0,NA,0,NA,NA
100259183,1,0,NA,0,NA,NA
100259186,1,0,0,0,NA,NA
100259186,1,0,0,0,NA,NA
100259187,0,0,1,0,NA,0
100259188,0,1,1,1,NA,NA
100259199,1,1,NA,0,NA,NA
100259205,0,0,NA,NA,1,NA
100259206,NA,0,NA,0,1,NA
100259206,1,0,NA,0,NA,NA
100259210,1,0,NA,0,NA,NA
100259210,1,0,NA,0,NA,NA
100259215,1,1,0,1,NA,NA
100259226,0,1,NA,1,NA,NA
100259227,0,0,1,0,NA,0
100259231,NA,1,0,1,NA,NA
100259232,1,0,NA,0,NA,NA
100259232,1,0,NA,0,NA,NA
100259233,NA,0,1,0,NA,0
100259240,NA,0,1,0,0,NA
100259245,1,1,0,1,NA,NA
100259246,NA,0,1,0,0,NA
100259259,NA,1,NA,0,0,0
100259263,1,0,NA,0,NA,0
100259269,1,0,NA,0,NA,0
100259271,1,0,NA,0,NA,NA
100259274,1,NA,0,0,NA,NA
100259274,1,1,0,0,NA,NA
100259274,1,NA,0,0,NA,NA
100259274,1,NA,0,0,NA,NA
100259279,1,1,0,NA,NA,NA
100259281,1,1,NA,0,NA,NA
100259293,1,0,NA,0,NA,0
100259293,1,0,NA,0,NA,0
100259293,NA,0,1,0,NA,0
100259295,0,1,NA,1,NA,NA
100259296,1,0,NA,0,NA,NA
100259297,1,0,NA,0,NA,NA
100259296,1,0,NA,0,NA,NA
100259298,0,1,NA,1,NA,NA
100259296,1,0,NA,0,NA,NA
100259302,1,0,NA,0,NA,NA
100259302,1,0,NA,0,NA,NA
100259308,1,1,0,1,NA,NA
100259314,1,1,NA,0,NA,NA
100259319,1,0,NA,0,NA,NA
100259319,1,0,NA,0,NA,NA
100259319,1,0,NA,0,NA,NA
100259330,1,1,0,NA,NA,NA
100259331,0,0,NA,1,NA,NA
100259333,1,0,NA,0,NA,0
100259334,0,1,NA,1,NA,NA
100259339,1,0,0,0,0,NA
100259342,1,0,NA,0,NA,NA
100259346,NA,1,NA,0,NA,0
100259352,1,0,NA,0,NA,NA
100259352,NA,0,1,0,NA,NA
100259353,0,1,NA,1,NA,NA
100259358,1,0,NA,0,NA,NA
100259359,NA,1,0,1,NA,NA
100259358,1,0,NA,0,NA,NA
100259363,1,0,NA,0,NA,NA
100259363,1,0,NA,0,NA,NA
100259363,1,0,NA,0,NA,NA
100259366,1,0,NA,0,0,NA
100259372,NA,1,NA,1,0,NA
100259373,1,0,NA,0,NA,NA
100259373,1,0,NA,0,NA,NA
100259378,1,0,NA,0,0,0
100259379,1,0,NA,0,NA,NA
100259381,1,0,NA,0,NA,0
100259381,1,0,NA,0,NA,0
100259385,0,1,NA,2,0,NA
100259388,1,0,NA,0,NA,NA
100259389,0,1,NA,1,NA,NA
100259390,1,0,NA,0,NA,NA
100259395,1,0,NA,0,NA,0
100259396,NA,1,0,1,NA,1
100259395,1,0,NA,0,NA,0
100259395,1,0,NA,0,NA,0
100259402,NA,1,NA,0,NA,0
100259405,1,0,NA,0,NA,NA
100259406,0,1,NA,1,NA,NA
100259416,0,0,1,0,0,0
100259420,1,1,NA,1,0,NA
100259419,0,0,NA,0,1,NA
100259422,0,NA,NA,0,1,NA
100259423,1,0,NA,1,NA,NA
100259430,0,1,NA,1,NA,NA
100259431,1,0,NA,0,NA,NA
100259437,1,0,NA,0,NA,0
100259449,1,1,0,NA,NA,NA
100259450,1,0,NA,0,NA,NA
100259451,0,1,NA,1,NA,NA
100259452,1,0,NA,0,NA,0
100259453,1,1,0,1,NA,NA
100259456,1,0,NA,0,NA,0
100259456,1,0,NA,0,NA,0
100259460,1,0,NA,0,NA,0
100259460,NA,0,NA,0,1,0
100259463,1,0,NA,0,NA,NA
100259464,NA,1,0,1,NA,NA
100259463,1,0,NA,0,NA,NA
100259463,1,0,NA,0,NA,NA
100259471,1,1,0,NA,NA,NA
100259480,0,1,NA,0,NA,NA
100259482,1,0,NA,0,NA,NA
100259488,0,1,NA,1,1,NA
100259495,1,2,NA,0,NA,0
100259501,1,0,NA,0,NA,0
100259502,NA,1,0,1,NA,1
100259505,1,0,NA,0,NA,NA
100259505,1,0,NA,0,NA,NA
100259511,1,NA,NA,0,0,NA
100259514,0,0,1,0,0,NA
100259515,1,1,NA,0,0,NA
100259518,1,1,NA,0,NA,NA
100259519,1,1,NA,0,NA,NA
100259524,1,0,0,0,0,NA
100259527,0,1,NA,1,NA,NA
100259529,NA,1,NA,0,0,NA
100259533,0,0,NA,1,NA,0
100259533,0,2,NA,1,NA,0
100259534,0,1,NA,0,0,NA
100259535,1,0,NA,NA,1,NA
100259536,NA,1,0,1,NA,NA
100259537,1,0,NA,0,NA,NA
100259537,1,0,NA,0,NA,NA
100259540,1,0,NA,0,NA,0
100259544,1,0,NA,0,NA,NA
100259545,NA,1,NA,0,NA,0
100259550,0,2,NA,1,NA,NA
100259555,1,0,NA,0,NA,NA
100259555,NA,0,1,0,NA,NA
100259556,0,0,1,0,NA,NA
100259555,1,0,NA,0,NA,NA
100259565,0,1,NA,1,NA,NA
100259566,1,0,NA,0,NA,NA
100259570,1,0,NA,0,NA,0
100259572,1,0,NA,0,NA,0
100259573,1,NA,NA,0,NA,0
100259577,1,0,NA,0,0,NA
100259582,1,0,NA,0,NA,NA
100259582,1,0,NA,0,NA,NA
100259587,NA,0,NA,1,NA,2
100259587,1,0,NA,NA,NA,0
100259596,1,0,NA,0,NA,NA
100259596,1,0,NA,0,NA,NA
100259596,1,0,NA,0,NA,NA
100259601,1,0,NA,0,NA,0
100259602,0,1,NA,1,NA,1
100259601,1,0,NA,0,NA,0
100259603,0,1,NA,1,NA,1
100259605,1,0,NA,0,NA,NA
100259606,1,1,0,0,NA,NA
100259607,0,NA,1,1,NA,NA
100259613,NA,0,1,0,NA,0
100259614,0,0,NA,1,NA,0
100259618,1,0,NA,0,0,0
100259623,0,1,NA,1,NA,NA
100259624,0,1,NA,1,NA,NA
100259625,1,1,0,1,NA,NA
100259631,1,1,NA,0,NA,0
100259632,0,0,NA,1,NA,NA
100259632,0,0,NA,NA,NA,1
100259653,1,0,NA,0,0,NA
100259653,NA,0,NA,0,0,1
100259654,NA,1,NA,1,1,0
100259657,1,0,NA,0,NA,NA
100259657,1,0,NA,0,NA,NA
100259660,1,0,NA,0,0,NA
100259663,1,0,NA,0,NA,0
100259663,1,0,NA,0,NA,0
100259668,0,0,NA,1,1,NA
100259673,0,0,1,0,NA,0
100259679,0,1,NA,1,NA,NA
100259683,1,1,0,1,NA,1
100259684,0,1,NA,1,NA,1
100259685,NA,NA,1,0,0,NA
100259691,NA,0,1,0,NA,0
100259692,1,1,0,1,NA,NA
100259691,1,0,NA,0,NA,0
100259691,1,0,NA,0,NA,0
100259694,1,0,NA,0,NA,NA
100259694,1,0,NA,0,NA,NA
100259694,1,0,NA,0,NA,NA
100259700,0,1,NA,1,NA,NA
100259710,0,0,1,0,NA,NA
100259711,NA,0,1,0,NA,NA
100259711,1,0,NA,0,NA,NA
100259711,1,0,NA,0,NA,NA
100259711,1,0,NA,0,NA,NA
100259723,1,1,NA,0,0,NA
100259724,1,0,NA,0,NA,0
100259721,NA,1,0,1,NA,1
100259729,1,0,NA,0,0,0
100259729,1,0,NA,0,0,0
100259741,1,0,NA,0,NA,0
100259746,0,1,NA,1,NA,NA
100259756,1,0,NA,0,NA,NA
100259757,1,0,NA,0,NA,NA
100259759,1,0,NA,0,NA,0
100259761,1,0,NA,0,0,0
100259764,NA,0,NA,1,0,1
100259768,1,0,NA,0,NA,NA
100259774,0,1,NA,1,NA,NA
100259779,1,1,NA,0,NA,0
100259785,0,1,NA,1,NA,NA
100259786,NA,0,NA,0,NA,1
100259786,1,0,NA,0,NA,NA
100259795,NA,0,NA,2,NA,1
100259796,NA,1,NA,0,NA,0
100259797,0,1,NA,1,NA,NA
100259803,1,0,NA,0,NA,NA
100259803,1,0,NA,0,NA,NA
